# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
957.5         	GAMG	5.248220e-01	1.676580e-03	2	true
958           	GAMG	5.513800e-01	1.837930e-03	2	true
958.5         	GAMG	5.604900e-01	1.873380e-03	2	true
959           	GAMG	5.587380e-01	2.680230e-03	2	true
959.5         	GAMG	5.617450e-01	3.496230e-03	2	true
960           	GAMG	6.103630e-01	2.496130e-03	2	true
960.5         	GAMG	5.732150e-01	2.362920e-03	2	true
961           	GAMG	5.699380e-01	1.915760e-03	2	true
961.5         	GAMG	5.794450e-01	2.369530e-03	2	true
962           	GAMG	5.470620e-01	3.340890e-03	2	true
962.5         	GAMG	5.716040e-01	3.079010e-03	2	true
963           	GAMG	5.753850e-01	2.519990e-03	2	true
963.5         	GAMG	5.953630e-01	1.952300e-03	2	true
964           	GAMG	5.458390e-01	2.347160e-03	2	true
964.5         	GAMG	5.591360e-01	2.621680e-03	2	true
965           	GAMG	5.449770e-01	2.403780e-03	2	true
965.5         	GAMG	5.636130e-01	2.196950e-03	2	true
966           	GAMG	5.308620e-01	1.653690e-03	2	true
966.5         	GAMG	5.268060e-01	1.772830e-03	2	true
967           	GAMG	5.453740e-01	1.904940e-03	2	true
967.5         	GAMG	5.291970e-01	2.649270e-03	2	true
968           	GAMG	5.324930e-01	1.758230e-03	2	true
968.5         	GAMG	5.520160e-01	2.453950e-03	2	true
969           	GAMG	5.396140e-01	2.437510e-03	2	true
969.5         	GAMG	5.622400e-01	2.212030e-03	2	true
970           	GAMG	5.342960e-01	2.372980e-03	2	true
970.5         	GAMG	5.384340e-01	1.896020e-03	2	true
971           	GAMG	5.484220e-01	1.886110e-03	2	true
971.5         	GAMG	5.566000e-01	2.462100e-03	2	true
972           	GAMG	5.729050e-01	2.462850e-03	2	true
972.5         	GAMG	5.476790e-01	2.264600e-03	2	true
973           	GAMG	5.600280e-01	2.352290e-03	2	true
973.5         	GAMG	5.601430e-01	2.372390e-03	2	true
974           	GAMG	5.429960e-01	3.992100e-03	2	true
974.5         	GAMG	5.828440e-01	1.856380e-03	2	true
975           	GAMG	5.650250e-01	2.837880e-03	2	true
975.5         	GAMG	5.722540e-01	2.620230e-03	2	true
976           	GAMG	5.796470e-01	2.450180e-03	2	true
976.5         	GAMG	5.764940e-01	2.454800e-03	2	true
977           	GAMG	5.671380e-01	2.461540e-03	2	true
977.5         	GAMG	5.707780e-01	2.556250e-03	2	true
978           	GAMG	5.575680e-01	2.424350e-03	2	true
978.5         	GAMG	5.912610e-01	1.792620e-03	2	true
979           	GAMG	5.851830e-01	2.854560e-03	2	true
979.5         	GAMG	5.799430e-01	1.751500e-03	2	true
980           	GAMG	5.865750e-01	2.325770e-03	2	true
980.5         	GAMG	5.888020e-01	1.963190e-03	2	true
981           	GAMG	5.755760e-01	1.932060e-03	2	true
981.5         	GAMG	5.657710e-01	3.027370e-03	2	true
982           	GAMG	6.292590e-01	1.361840e-03	2	true
982.5         	GAMG	5.536530e-01	2.222810e-03	2	true
983           	GAMG	5.745860e-01	2.034600e-03	2	true
983.5         	GAMG	5.417160e-01	2.303190e-03	2	true
984           	GAMG	5.413820e-01	2.132630e-03	2	true
984.5         	GAMG	5.786940e-01	2.511750e-03	2	true
985           	GAMG	5.197300e-01	1.362420e-03	2	true
985.5         	GAMG	5.744830e-01	1.653860e-03	2	true
986           	GAMG	5.570090e-01	2.190570e-03	2	true
986.5         	GAMG	5.546110e-01	2.606710e-03	2	true
987           	GAMG	5.434300e-01	2.771220e-03	2	true
987.5         	GAMG	5.490680e-01	1.899500e-03	2	true
988           	GAMG	5.545460e-01	1.895390e-03	2	true
988.5         	GAMG	5.559800e-01	2.606760e-03	2	true
989           	GAMG	5.558310e-01	2.031700e-03	2	true
989.5         	GAMG	5.542440e-01	2.754220e-03	2	true
990           	GAMG	5.767210e-01	2.405020e-03	2	true
990.5         	GAMG	5.666060e-01	3.159000e-03	2	true
991           	GAMG	5.512640e-01	2.242000e-03	2	true
991.5         	GAMG	5.641540e-01	2.596550e-03	2	true
992           	GAMG	5.700560e-01	2.392060e-03	2	true
992.5         	GAMG	5.635610e-01	3.025440e-03	2	true
993           	GAMG	5.998920e-01	2.359360e-03	2	true
993.5         	GAMG	5.990920e-01	2.508740e-03	2	true
994           	GAMG	5.838850e-01	2.755010e-03	2	true
994.5         	GAMG	5.818350e-01	2.211720e-03	2	true
995           	GAMG	5.950960e-01	1.859450e-03	2	true
995.5         	GAMG	5.750700e-01	2.013890e-03	2	true
996           	GAMG	5.487860e-01	1.686960e-03	2	true
996.5         	GAMG	5.704580e-01	2.305650e-03	2	true
997           	GAMG	5.550060e-01	2.411090e-03	2	true
997.5         	GAMG	5.985990e-01	2.515160e-03	2	true
998           	GAMG	5.244990e-01	2.720330e-03	2	true
998.5         	GAMG	5.505430e-01	2.530890e-03	2	true
999           	GAMG	5.744210e-01	2.733220e-03	2	true
999.5         	GAMG	5.660590e-01	2.195060e-03	2	true
1000          	GAMG	5.792150e-01	2.881170e-03	2	true
